RT,SERIALNO,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,AGEP,MAR,RELP,SCH,SCHL,SEX,WAGP,ESR,HISP,INDP,MSP,OC,OCCP10,PERNP,PINCP,RAC1P,RC
P,2.01E+12,2,1501,-9,22,1094136,35,23,5,2,1,19,1,2500,3,1,8560,6,0,2720,2500,2500,2,0
P,2.01E+12,3,1501,-9,22,1094136,19,16,5,2,2,13,1,0,6,1,8680,6,1,4720,0,0,2,1
P,2.01E+12,4,1501,-9,22,1094136,15,8,5,2,2,5,1,,,1,,,1,,,,2,1
P,2.01E+12,1,1502,-9,22,1094136,21,65,1,0,1,22,1,45100,6,1,2490,1,0,430,45100,155730,1,0
P,2.01E+12,2,1502,-9,22,1094136,16,63,1,1,1,20,2,0,6,1,770,1,0,5700,0,8900,1,0
P,2.01E+12,1,1402,-9,22,1094136,19,62,1,0,1,21,1,0,6,1,,1,0,,0,25900,1,0
P,2.01E+12,2,1402,-9,22,1094136,18,63,1,1,1,21,2,60000,1,1,8190,1,0,3255,60000,60150,1,0
P,2.01E+12,3,1402,-9,22,1094136,33,26,5,2,1,16,1,8000,1,1,8680,6,0,4030,8000,18000,1,0
P,2.01E+12,1,1600,-9,22,1094136,7,67,1,0,1,16,2,0,6,1,,1,0,,0,6100,2,0
P,2.01E+12,2,1600,-9,22,1094136,7,70,1,1,1,11,1,0,6,1,,1,0,,0,17500,2,0
P,2.01E+12,1,1300,-9,22,1094136,18,41,1,0,1,21,1,115000,1,1,7380,1,0,5240,115000,115500,1,0
P,2.01E+12,2,1300,-9,22,1094136,16,40,1,1,1,22,2,292000,1,1,8290,1,0,430,292000,292500,1,0
P,2.01E+12,3,1300,-9,22,1094136,17,12,5,2,3,9,1,,,1,,,1,,,,1,1
P,2.01E+12,4,1300,-9,22,1094136,17,9,5,2,3,6,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1094136,29,48,1,0,1,22,1,70000,1,24,6990,1,0,1860,70000,70100,1,0
P,2.01E+12,2,1600,-9,22,1094136,21,47,1,1,1,21,2,55000,1,1,8190,1,0,3255,55000,55000,1,0
P,2.01E+12,3,1600,-9,22,1094136,20,14,5,2,2,12,1,,,1,,,1,,,,1,1
P,2.01E+12,4,1600,-9,22,1094136,14,12,5,2,2,10,2,,,1,,,1,,,,1,1
P,2.01E+12,5,1600,-9,22,1094136,41,20,5,3,2,18,2,500,6,1,5790,6,0,4760,500,500,1,0
P,2.01E+12,1,1300,-9,22,1094136,37,44,3,0,1,16,1,45000,1,1,570,4,0,6355,45000,45000,1,0
P,2.01E+12,1,1600,-9,22,1094136,20,50,1,0,1,16,1,27000,1,1,770,1,0,9650,27000,27000,1,0
P,2.01E+12,2,1600,-9,22,1094136,22,46,1,1,1,16,2,8000,1,1,7860,1,0,2540,8000,16000,1,0
P,2.01E+12,3,1600,-9,22,1094136,27,18,5,2,2,15,1,0,6,1,,6,0,,0,0,1,0
P,2.01E+12,4,1600,-9,22,1094136,21,16,5,2,1,13,1,0,6,1,,6,1,,0,0,1,1
P,2.01E+12,5,1600,-9,22,1094136,22,14,5,2,2,11,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1501,-9,22,1094136,11,47,5,0,1,21,1,40000,1,2,8190,6,0,3220,40000,40000,8,0
P,2.01E+12,1,1600,-9,22,1094136,62,39,1,0,1,22,1,120000,1,1,2290,1,0,430,120000,123000,1,0
P,2.01E+12,2,1600,-9,22,1094136,53,40,1,1,1,23,2,103000,1,1,6680,1,0,565,103000,103000,1,0
P,2.01E+12,3,1600,-9,22,1094136,48,13,5,2,3,10,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1600,-9,22,1094136,48,11,5,2,3,7,2,,,1,,,1,,,,1,1
P,2.01E+12,5,1600,-9,22,1094136,48,7,5,2,3,3,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1402,-9,22,1094136,9,66,1,0,1,19,1,0,6,1,,1,0,,0,34800,1,0
P,2.01E+12,2,1402,-9,22,1094136,8,66,1,1,1,16,2,0,6,1,,1,0,,0,8700,1,0
P,2.01E+12,1,1600,-9,22,1094136,13,42,1,0,1,16,2,31200,1,1,5080,1,0,3520,31200,31200,1,0
P,2.01E+12,2,1600,-9,22,1094136,16,47,1,1,1,18,1,57000,1,1,4870,1,0,4700,57000,57000,1,0
P,2.01E+12,3,1600,-9,22,1094136,14,15,5,2,2,12,2,0,,1,,6,1,,,0,1,1
P,2.01E+12,4,1600,-9,22,1094136,13,13,5,2,2,10,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1094136,13,71,1,0,1,16,1,0,6,1,,1,0,,0,18200,1,0
P,2.01E+12,2,1600,-9,22,1094136,16,76,1,1,1,14,2,0,6,1,,1,0,,0,6000,1,0
P,2.01E+12,1,1300,-9,22,1094136,60,30,1,0,1,20,2,40000,1,1,8190,1,0,3220,40000,40000,1,0
P,2.01E+12,2,1300,-9,22,1094136,62,24,1,1,1,17,1,30000,1,1,6290,1,0,8140,30000,30000,1,0
P,2.01E+12,3,1300,-9,22,1094136,46,9,5,2,2,5,1,,,1,,,1,,,,1,1
P,2.01E+12,4,1300,-9,22,1094136,39,0,5,2,,,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1300,-9,22,1094136,21,88,2,16,1,18,2,0,6,1,,3,0,,0,19700,1,0
P,2.01E+12,1,1501,-9,22,1094136,11,76,3,0,1,18,2,0,6,1,,4,0,,0,12000,2,0
P,2.01E+12,2,1501,-9,22,1094136,15,53,4,2,1,21,2,18000,1,1,7860,5,0,2540,18000,18000,2,0
P,2.01E+12,3,1501,-9,22,1094136,16,17,5,7,2,12,1,1200,3,1,8370,6,0,4220,1200,1200,2,1
P,2.01E+12,1,1300,-9,22,1094136,19,30,5,16,1,19,1,0,6,1,5390,6,0,4720,0,0,2,0
P,2.01E+12,1,1600,-9,22,1094136,46,79,2,0,1,16,2,0,6,1,,3,0,,0,22700,2,0
P,2.01E+12,1,1300,-9,22,1094136,70,56,5,0,1,16,2,0,6,1,,6,0,,0,4800,2,0
P,2.01E+12,2,1300,-9,22,1094136,90,39,5,2,1,16,1,8000,1,1,8270,6,0,3600,8000,8000,2,0
P,2.01E+12,3,1300,-9,22,1094136,65,19,5,7,2,18,2,0,3,1,9920,6,0,9920,0,0,2,0
P,2.01E+12,4,1300,-9,22,1094136,65,18,5,7,2,14,2,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,1,1402,-9,22,1094136,20,40,1,0,1,21,1,72000,1,1,9160,1,0,2040,72000,72000,1,0
P,2.01E+12,2,1402,-9,22,1094136,18,36,1,1,1,21,2,2000,6,1,7870,1,0,2200,2000,2000,1,0
P,2.01E+12,3,1402,-9,22,1094136,32,8,5,2,3,4,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1402,-9,22,1094136,21,5,5,2,3,2,1,,,1,,,1,,,,1,1
P,2.01E+12,5,1402,-9,22,1094136,19,2,5,2,,,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1300,-9,22,1094136,13,81,1,0,1,9,1,0,6,1,,1,0,,0,240000,1,0
P,2.01E+12,2,1300,-9,22,1094136,11,77,1,1,1,12,2,0,6,1,,1,0,,0,6000,1,0
P,2.01E+12,1,1401,-9,22,1094136,18,59,1,0,1,19,1,110000,1,1,6080,1,0,9240,110000,113000,1,0
P,2.01E+12,2,1401,-9,22,1094136,21,59,1,1,1,18,2,32000,1,1,8170,1,0,5820,32000,32000,1,0
P,2.01E+12,1,1502,-9,22,1094136,17,38,4,0,1,22,1,60000,1,1,8370,5,0,1010,60000,60000,1,0
P,2.01E+12,2,1502,-9,22,1094136,26,6,5,2,2,2,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1094136,15,59,3,0,1,16,1,0,3,1,770,4,0,6230,0,0,1,0
P,2.01E+12,2,1600,-9,22,1094136,17,80,3,6,1,16,2,0,6,1,,4,0,,0,19200,1,0
P,2.01E+12,3,1600,-9,22,1094136,18,51,3,10,1,4,1,0,3,1,770,4,0,6240,0,0,1,0
P,2.01E+12,1,1600,-9,22,1094136,134,23,3,16,1,19,1,24000,6,1,9670,4,0,7200,24000,24000,1,0
P,2.01E+12,1,1402,-9,22,1094136,13,55,3,0,1,22,2,61000,1,1,7860,4,0,230,61000,62000,1,0
P,2.01E+12,1,1402,-9,22,1094136,64,33,5,0,1,21,2,35000,1,1,5190,6,0,4700,35000,35000,1,0
P,2.01E+12,2,1402,-9,22,1094136,65,26,5,12,1,21,2,42000,1,1,8190,6,0,3255,42000,42000,1,0
P,2.01E+12,1,1402,-9,22,1094136,18,61,3,0,1,19,2,28000,1,1,5380,4,0,4760,28000,28000,1,0
P,2.01E+12,1,1300,-9,22,1094136,12,82,1,0,1,16,1,0,6,1,,1,0,,0,13200,1,0
P,2.01E+12,2,1300,-9,22,1094136,9,78,1,1,1,1,2,0,6,1,,1,0,,0,7800,1,0
P,2.01E+12,3,1300,-9,22,1094136,15,58,5,2,1,1,2,0,6,1,,6,0,,0,7200,1,0
P,2.01E+12,1,1501,-9,22,1094136,26,26,5,0,1,16,2,45700,1,1,2290,6,0,8965,45700,45700,2,0
P,2.01E+12,2,1501,-9,22,1094136,44,9,5,2,2,6,2,,,1,,,1,,,,2,1
P,2.01E+12,3,1501,-9,22,1094136,33,8,5,2,2,5,1,,,1,,,1,,,,2,1
P,2.01E+12,1,1501,-9,22,1094136,14,23,5,17,1,19,2,3800,6,1,8170,6,0,4610,3800,3800,2,0
P,2.01E+12,1,1502,-9,22,1094136,16,64,1,0,1,22,2,0,6,1,7860,1,0,2310,0,30000,1,0
P,2.01E+12,2,1502,-9,22,1094136,17,64,1,1,1,23,1,38000,1,1,9380,1,0,3820,38000,78000,1,0
P,2.01E+12,1,1502,-9,22,1094136,19,28,1,0,1,21,1,21000,1,1,5580,1,0,5700,21000,21010,1,0
P,2.01E+12,2,1502,-9,22,1094136,17,24,1,1,1,19,2,28000,1,1,6990,1,0,2010,28000,28000,1,0
P,2.01E+12,1,1502,-9,22,1094136,16,57,3,0,1,16,2,17500,1,1,8180,4,0,5400,17500,17500,1,0
P,2.01E+12,1,1300,-9,22,1094136,19,56,3,0,1,10,2,0,6,1,,4,0,,0,8100,2,0
P,2.01E+12,1,1402,-9,22,1094136,20,56,5,0,1,24,1,36000,1,1,7870,6,0,2200,36000,36400,1,0
P,2.01E+12,1,1502,-9,22,1094136,12,76,1,0,1,18,1,0,6,1,,1,0,,0,43200,2,0
P,2.01E+12,2,1502,-9,22,1094136,19,57,1,1,1,22,2,45000,1,1,7860,1,0,2310,45000,45000,2,0
P,2.01E+12,3,1502,-9,22,1094136,28,1,5,10,,,1,,,1,,,0,,,,2,1
P,2.01E+12,1,1502,-9,22,1094136,14,60,1,0,1,24,1,42000,1,1,7390,1,0,2010,79000,85000,1,0
P,2.01E+12,2,1502,-9,22,1094136,12,61,1,1,1,21,2,0,1,1,7070,1,0,4920,30000,30000,1,0
P,2.01E+12,1,1600,-9,22,1094136,16,87,2,0,1,16,2,0,6,1,,3,0,,0,14200,1,0
P,2.01E+12,1,1501,-9,22,1094136,10,68,3,0,1,17,1,30000,6,1,8470,4,0,3930,30000,44400,2,0
P,2.01E+12,1,1600,-9,22,1094136,15,70,1,0,1,15,1,40100,1,1,4870,1,0,4700,40100,58400,1,0
P,2.01E+12,2,1600,-9,22,1094136,16,66,1,1,1,16,2,0,6,1,,1,0,,0,6300,1,0
P,2.01E+12,1,1501,-9,22,1094136,12,38,1,0,1,18,2,0,6,1,8090,1,0,5520,0,9600,2,0
P,2.01E+12,2,1501,-9,22,1094136,15,50,1,1,1,16,1,33000,1,1,770,1,0,6260,33000,33000,2,0
P,2.01E+12,3,1501,-9,22,1094136,23,20,5,2,1,11,2,10000,1,1,5170,6,0,4700,10000,10000,2,0
P,2.01E+12,4,1501,-9,22,1094136,12,18,5,2,1,1,1,0,6,1,770,6,0,6260,0,7200,2,0
P,2.01E+12,5,1501,-9,22,1094136,16,16,5,2,1,10,1,0,6,1,,6,1,,0,0,2,1
P,2.01E+12,6,1501,-9,22,1094136,14,15,5,2,2,12,2,0,,1,,6,1,,,0,2,1
P,2.01E+12,7,1501,-9,22,1094136,19,12,5,2,2,9,2,,,1,,,1,,,,2,1
P,2.01E+12,8,1501,-9,22,1094136,14,10,5,2,2,7,1,,,1,,,1,,,,2,1
P,2.01E+12,9,1501,-9,22,1094136,18,1,5,2,,,1,,,1,,,1,,,,2,1
P,2.01E+12,1,1300,-9,22,1094136,10,77,2,0,1,16,2,0,6,1,,3,0,,0,19200,1,0
P,2.01E+12,2,1300,-9,22,1094136,13,53,5,2,1,18,1,26000,1,1,9160,6,0,2050,26000,26000,1,0
P,2.01E+12,1,1502,-9,22,1094136,17,40,1,0,1,21,1,150000,1,1,770,1,0,4840,150000,150000,1,0
P,2.01E+12,2,1502,-9,22,1094136,11,30,1,1,1,21,2,0,6,1,,1,0,,0,0,1,0
P,2.01E+12,3,1502,-9,22,1094136,26,5,5,2,3,1,2,,,1,,,1,,,,8,1
P,2.01E+12,4,1502,-9,22,1094136,18,2,5,2,,,2,,,1,,,1,,,,8,1
P,2.01E+12,5,1502,-9,22,1094136,11,1,5,2,,,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1094136,22,39,3,0,1,16,1,28000,1,1,770,4,0,6355,28000,28000,1,0
P,2.01E+12,1,1600,-9,22,1094136,2,73,1,0,1,16,2,0,6,1,,1,0,,0,12010,1,0
P,2.01E+12,2,1600,-9,22,1094136,5,79,1,1,1,16,1,0,6,1,,1,0,,0,51700,1,0
P,2.01E+12,1,1300,-9,22,1094136,30,48,1,0,1,16,1,0,1,1,770,1,0,6230,14500,14690,1,0
P,2.01E+12,2,1300,-9,22,1094136,9,43,1,1,1,20,2,30500,1,1,7280,1,0,5700,30500,30500,1,0
P,2.01E+12,3,1300,-9,22,1094136,15,24,5,2,1,20,1,8500,1,1,770,6,0,6230,8500,8500,1,0
P,2.01E+12,4,1300,-9,22,1094136,10,14,5,2,3,12,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1094136,15,52,1,0,1,21,1,105000,1,1,570,1,0,5600,105000,105020,1,0
P,2.01E+12,2,1600,-9,22,1094136,23,53,1,1,1,16,2,0,6,1,6990,1,0,2160,0,20,1,0
P,2.01E+12,3,1600,-9,22,1094136,11,12,5,7,2,9,2,,,1,,,0,,,,1,1
P,2.01E+12,4,1600,-9,22,1094136,14,7,5,7,2,3,1,,,1,,,0,,,,9,1
P,2.01E+12,1,1600,-9,22,1094136,39,52,5,0,1,14,1,0,1,1,8770,6,0,7260,15000,15000,2,0
P,2.01E+12,1,1502,-9,22,1094136,18,45,1,0,1,22,1,75000,1,1,7860,1,0,230,75000,75000,1,0
P,2.01E+12,2,1502,-9,22,1094136,14,47,1,1,1,22,2,55000,1,1,7860,1,0,2310,55000,55000,1,0
P,2.01E+12,1,1300,-9,22,1094136,9,44,4,0,1,16,2,5000,2,1,4970,5,0,4720,5000,5000,1,0
P,2.01E+12,2,1300,-9,22,1094136,13,17,5,2,1,16,2,4500,2,1,4970,6,1,4720,4500,4500,1,1
P,2.01E+12,1,1502,-9,22,1094136,50,40,1,0,1,14,1,18300,1,1,5090,2,0,4720,18300,18300,6,0
P,2.01E+12,2,1502,-9,22,1094136,48,7,5,2,1,5,2,,,1,,,1,,,,6,1
P,2.01E+12,1,1402,-9,22,1094136,15,71,1,0,1,17,1,0,6,1,,1,0,,0,29800,1,0
P,2.01E+12,2,1402,-9,22,1094136,12,70,1,1,1,16,2,0,6,1,,1,0,,0,25800,1,0
P,2.01E+12,1,1502,-9,22,1094136,15,24,5,0,1,21,1,20000,1,1,6470,6,0,2910,20000,20010,1,0
P,2.01E+12,1,1600,-9,22,1094136,31,51,3,0,1,16,2,14400,1,1,8470,4,0,2300,14400,14400,2,0
P,2.01E+12,2,1600,-9,22,1094136,23,28,5,2,1,16,2,1200,6,1,8390,6,0,4220,1200,9200,2,0
P,2.01E+12,3,1600,-9,22,1094136,26,22,5,2,1,16,1,16000,2,1,7790,6,0,9610,16000,16000,2,0
P,2.01E+12,1,1402,-9,22,1094136,28,26,1,0,2,21,2,0,6,1,7770,1,0,5120,0,0,1,0
P,2.01E+12,2,1402,-9,22,1094136,13,30,1,1,1,16,1,0,1,1,7770,1,0,4250,4000,4000,1,0
P,2.01E+12,3,1402,-9,22,1094136,17,2,5,2,,,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1402,-9,22,1094136,16,2,5,2,,,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1094136,14,35,4,0,1,17,2,31000,1,1,7970,5,0,5860,31000,31000,1,0
P,2.01E+12,2,1600,-9,22,1094136,16,10,5,2,2,7,1,,,1,,,1,,,,1,1
P,2.01E+12,3,1600,-9,22,1094136,16,6,5,2,2,3,1,,,1,,,1,,,,1,1
P,2.01E+12,4,1600,-9,22,1094136,17,2,5,2,,,1,,,1,,,1,,,,1,1
P,2.01E+12,5,1600,-9,22,1094136,14,1,5,2,,,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1094136,4,84,2,0,1,12,2,0,6,1,,3,0,,0,13200,1,0
P,2.01E+12,1,1501,-9,22,1094136,14,45,1,0,1,16,2,2100,1,1,8680,2,0,4020,2100,2100,2,0
P,2.01E+12,2,1501,-9,22,1094136,32,20,5,2,1,1,1,0,1,1,7770,6,0,4250,13100,18600,2,0
P,2.01E+12,3,1501,-9,22,1094136,18,18,5,2,2,13,2,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,4,1501,-9,22,1094136,15,15,5,2,2,13,2,0,,1,,6,1,,,9600,2,1
P,2.01E+12,1,1300,-9,22,1094136,51,61,1,0,1,19,2,0,6,1,,1,0,,0,0,1,0
P,2.01E+12,2,1300,-9,22,1094136,73,61,1,1,1,16,1,38000,1,1,770,1,0,7220,38000,38000,1,0
P,2.01E+12,1,1300,-9,22,1094136,5,75,2,0,1,16,1,24000,1,1,770,3,0,6200,24000,43000,2,0
P,2.01E+12,2,1300,-9,22,1094136,3,39,5,2,1,19,2,22700,1,1,2170,6,0,8965,22700,22700,2,0
P,2.01E+12,3,1300,-9,22,1094136,9,35,5,2,1,16,1,42000,1,1,770,6,0,6260,42000,42000,2,0
P,2.01E+12,4,1300,-9,22,1094136,4,22,5,7,1,21,1,7700,1,1,7460,6,0,5940,7700,7700,2,0
P,2.01E+12,1,1502,-9,22,1094136,25,18,5,17,2,18,1,700,1,1,7460,6,0,1965,700,700,1,0
P,2.01E+12,1,1401,-9,22,1094136,18,38,1,0,1,13,1,14000,1,1,8190,1,0,3930,14000,14000,2,0
P,2.01E+12,2,1401,-9,22,1094136,17,39,1,1,1,21,2,39000,1,1,8190,1,0,2010,39000,39000,2,0
P,2.01E+12,3,1401,-9,22,1094136,24,16,5,2,2,13,1,0,6,1,,6,1,,0,0,2,1
P,2.01E+12,4,1401,-9,22,1094136,21,3,5,2,3,2,2,,,1,,,1,,,,2,1
P,2.01E+12,1,1502,-9,22,1094136,14,26,5,0,1,21,2,55000,1,1,8190,6,0,3255,55000,55000,1,0
P,2.01E+12,1,1600,-9,22,1094136,16,65,1,0,1,13,1,17000,1,1,770,1,0,6260,17000,23170,1,0
P,2.01E+12,2,1600,-9,22,1094136,16,66,1,1,1,16,2,0,6,1,,1,0,,0,2400,1,0
P,2.01E+12,1,1401,-9,22,1094136,15,57,1,0,1,16,1,0,6,1,,1,0,,0,22700,1,0
P,2.01E+12,2,1401,-9,22,1094136,20,53,1,1,1,17,2,4700,1,1,9160,1,0,4600,4700,4700,1,0
P,2.01E+12,3,1401,-9,22,1094136,25,12,5,2,3,10,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1401,-9,22,1094136,30,28,5,4,1,15,2,0,6,1,,6,0,,0,200,1,0
P,2.01E+12,1,1501,-9,22,1094136,10,84,1,0,1,24,1,0,6,1,,1,0,,0,48000,2,0
P,2.01E+12,2,1501,-9,22,1094136,11,83,1,1,1,21,2,0,6,1,,1,0,,0,23100,2,0
P,2.01E+12,1,1600,-9,22,1094136,21,25,5,0,2,19,1,0,1,1,7590,6,0,5620,35000,41600,1,0
P,2.01E+12,2,1600,-9,22,1094136,32,25,5,12,2,23,1,28000,1,1,4670,6,0,8740,28000,28000,1,0
P,2.01E+12,3,1600,-9,22,1094136,18,22,5,12,1,16,1,60000,1,1,2880,6,0,7900,74000,74000,1,0
P,2.01E+12,1,1600,-9,22,1094136,26,56,1,0,1,21,1,100000,1,1,9390,1,0,136,100000,101500,1,0
P,2.01E+12,2,1600,-9,22,1094136,34,53,1,1,1,21,2,60000,1,1,8470,1,0,230,60000,61000,1,0
P,2.01E+12,1,1300,-9,22,1094136,13,45,5,16,1,17,1,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,1,1502,-9,22,1094136,13,93,2,16,1,21,2,0,6,1,,3,0,,0,12700,2,0
P,2.01E+12,1,1502,-9,22,1094136,35,31,5,0,1,23,2,132000,1,1,8090,6,0,3060,132000,132000,1,0
P,2.01E+12,1,1600,-9,22,1094136,21,56,1,0,1,18,1,0,6,1,7390,1,0,1550,0,25500,1,0
P,2.01E+12,2,1600,-9,22,1094136,17,55,1,1,1,19,2,65000,1,1,9170,1,0,5120,65000,75000,1,0
P,2.01E+12,1,1501,-9,22,1094136,15,69,5,0,1,19,2,0,6,1,,6,0,,0,8000,2,0
P,2.01E+12,1,1401,-9,22,1094136,35,36,5,0,1,14,1,12000,1,1,1990,6,0,9620,12000,12000,1,0
P,2.01E+12,1,1300,-9,22,1094136,16,40,5,16,1,17,1,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,1,1502,-9,22,1094136,48,37,5,0,1,21,1,50000,1,1,7860,6,0,2540,50000,50000,2,0
P,2.01E+12,1,1600,-9,22,1094136,30,76,2,0,1,13,2,0,6,1,,3,0,,0,5400,1,0
P,2.01E+12,1,1300,-9,22,1094136,15,47,1,0,1,20,2,70000,1,1,8190,1,0,3255,70000,70000,1,0
P,2.01E+12,2,1300,-9,22,1094136,36,49,1,1,1,16,1,70000,1,1,1870,1,0,8965,70000,70000,1,0
P,2.01E+12,3,1300,-9,22,1094136,22,27,5,2,1,17,1,25000,1,1,770,6,0,6530,25000,25000,1,0
P,2.01E+12,1,1300,-9,22,1094136,18,42,5,16,1,17,1,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,1,1402,-9,22,1094136,18,72,2,0,1,22,1,0,6,1,,3,0,,0,90800,1,0
P,2.01E+12,1,1401,-9,22,1094136,16,65,1,0,1,19,1,0,6,1,3190,1,0,50,0,84700,1,0
P,2.01E+12,2,1401,-9,22,1094136,13,61,1,1,1,21,2,0,6,1,,1,0,,0,0,1,0
P,2.01E+12,3,1401,-9,22,1094136,22,26,5,2,1,21,2,0,3,1,7460,6,0,3300,0,0,1,0
P,2.01E+12,1,1600,-9,22,1094136,21,68,1,0,1,16,1,10400,2,1,8770,1,0,7700,10400,23400,1,0
P,2.01E+12,2,1600,-9,22,1094136,22,66,1,1,1,16,2,0,6,1,,1,0,,0,6000,1,0
P,2.01E+12,1,1401,-9,22,1094136,16,69,1,0,1,18,1,0,6,1,7390,1,0,710,0,50800,1,0
P,2.01E+12,2,1401,-9,22,1094136,13,64,1,1,1,16,2,11400,1,1,6180,1,0,9120,11400,23400,1,0
P,2.01E+12,1,1300,-9,22,1094136,26,85,2,0,1,1,1,0,6,1,,3,0,,0,2600,2,0
P,2.01E+12,2,1300,-9,22,1094136,22,58,4,2,1,19,2,19600,1,1,8270,5,0,4230,19600,19600,2,0
P,2.01E+12,1,1600,-9,22,1094136,107,57,5,16,1,12,1,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,1,1402,-9,22,1094136,17,33,4,0,2,16,2,4000,1,1,8470,5,0,2540,4000,6800,2,0
P,2.01E+12,2,1402,-9,22,1094136,18,11,5,2,2,8,1,,,1,,,1,,,,2,1
P,2.01E+12,3,1402,-9,22,1094136,18,7,5,2,2,3,1,,,1,,,1,,,,2,1
P,2.01E+12,4,1402,-9,22,1094136,20,5,5,2,2,2,2,,,1,,,1,,,,2,1
P,2.01E+12,5,1402,-9,22,1094136,24,1,5,2,,,2,,,1,,,1,,,,2,1
P,2.01E+12,1,1502,-9,22,1094136,21,43,5,0,1,22,1,100000,1,1,2290,6,0,1350,100000,100000,6,0
P,2.01E+12,1,1502,-9,22,1094136,14,79,2,0,1,6,2,0,6,1,,3,0,,0,6200,2,0
P,2.01E+12,2,1502,-9,22,1094136,15,65,3,2,1,19,1,0,6,1,,4,0,,0,38900,2,0
P,2.01E+12,1,1300,-9,22,1094136,4,71,2,0,1,21,2,0,6,1,,3,0,,0,16900,2,0
P,2.01E+12,1,1402,-9,22,1094136,22,55,3,0,1,21,2,100000,1,1,8190,4,0,3255,100000,101500,1,0
P,2.01E+12,1,1501,-9,22,1094136,12,54,4,0,1,21,2,3600,3,1,770,5,0,6440,3600,3600,2,0
P,2.01E+12,1,1600,-9,22,1094136,5,47,3,0,1,22,1,30000,1,1,9080,4,0,8965,30000,30000,1,0
P,2.01E+12,1,1600,-9,22,1094136,22,28,1,0,1,16,2,2300,1,1,7460,1,0,5860,2300,2300,1,0
P,2.01E+12,2,1600,-9,22,1094136,15,28,1,1,2,18,1,45800,1,1,3190,1,0,7300,45800,45800,1,0
P,2.01E+12,3,1600,-9,22,1094136,18,5,5,2,2,2,1,,,1,,,1,,,,1,1
P,2.01E+12,4,1600,-9,22,1094136,21,2,5,2,,,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1501,-9,22,1094136,13,38,5,0,2,15,2,13000,1,1,8190,6,0,3600,13000,13000,2,0
P,2.01E+12,2,1501,-9,22,1094136,12,18,5,2,2,16,1,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,3,1501,-9,22,1094136,13,11,5,2,1,7,1,,,1,,,1,,,,2,1
P,2.01E+12,1,1300,-9,22,1094136,7,80,5,0,1,6,2,0,6,1,,6,0,,0,4300,2,0
P,2.01E+12,1,1600,-9,22,1094136,5,59,1,0,1,16,1,92000,1,1,6090,1,0,9310,92000,92750,1,0
P,2.01E+12,2,1600,-9,22,1094136,5,62,1,1,1,16,2,0,6,1,,1,0,,0,1900,1,0
P,2.01E+12,1,1300,-9,22,1094136,6,74,1,0,1,16,2,0,6,1,,1,0,,0,9400,1,0
P,2.01E+12,2,1300,-9,22,1094136,6,81,1,1,1,16,1,0,6,1,,1,0,,0,119400,1,0
P,2.01E+12,1,1300,-9,22,1094136,20,64,1,0,1,16,1,0,6,1,2880,1,0,8030,0,62400,1,0
P,2.01E+12,2,1300,-9,22,1094136,20,62,1,1,1,16,2,0,6,1,,1,0,,0,2300,1,0
P,2.01E+12,1,1501,-9,22,1094136,10,85,2,0,1,11,1,0,6,1,,3,0,,0,15500,2,0
P,2.01E+12,2,1501,-9,22,1094136,22,57,1,2,1,16,1,0,6,1,,1,0,,0,0,2,0
P,2.01E+12,3,1501,-9,22,1094136,15,29,5,7,1,16,2,0,6,1,4970,6,0,4720,0,0,2,0
P,2.01E+12,4,1501,-9,22,1094136,18,27,5,7,1,14,1,0,3,1,9920,6,0,9920,0,0,2,0
P,2.01E+12,5,1501,-9,22,1094136,13,15,5,7,2,9,2,0,,1,,6,0,,,0,2,1
P,2.01E+12,6,1501,-9,22,1094136,18,9,5,7,2,6,2,,,1,,,0,,,,2,1
P,2.01E+12,7,1501,-9,22,1094136,15,50,1,9,1,16,2,26100,1,1,9290,1,0,4230,26100,26100,2,0
P,2.01E+12,1,1300,-9,22,1094136,11,54,1,0,1,16,1,87000,1,1,770,1,0,6200,87000,87000,1,0
