RT,SERIALNO,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,AGEP,MAR,RELP,SCH,SCHL,SEX,WAGP,ESR,HISP,INDP,MSP,OC,OCCP10,PERNP,PINCP,RAC1P,RC
P,2.01E+12,1,1300,-9,22,1071861,17,77,1,0,1,24,1,0,6,1,,1,0,,0,36800,1,0
P,2.01E+12,2,1300,-9,22,1071861,11,69,1,1,1,21,2,0,6,1,,1,0,,0,17600,1,0
P,2.01E+12,1,1300,-9,22,1071861,13,43,5,16,1,16,1,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,1,1600,-9,22,1071861,12,63,3,0,1,13,1,0,3,1,5380,4,0,4760,0,320,2,0
P,2.01E+12,1,1401,-9,22,1071861,52,57,1,0,1,19,1,140000,1,1,9470,1,0,3720,140000,140500,1,0
P,2.01E+12,2,1401,-9,22,1071861,51,54,1,1,1,20,2,20000,1,1,7980,1,0,3310,20000,20000,1,0
P,2.01E+12,3,1401,-9,22,1071861,57,17,5,2,2,18,2,500,6,1,8670,6,1,4620,500,500,1,1
P,2.01E+12,1,1402,-9,22,1071861,16,49,1,0,1,21,1,125000,1,1,5070,1,0,3050,125000,125000,1,0
P,2.01E+12,2,1402,-9,22,1071861,11,50,1,1,1,21,2,125000,1,1,5070,1,0,3050,125000,125000,1,0
P,2.01E+12,3,1402,-9,22,1071861,19,22,5,2,2,19,2,0,6,1,,6,0,,0,0,1,0
P,2.01E+12,4,1402,-9,22,1071861,10,17,5,2,3,13,1,0,6,1,,6,1,,0,0,1,1
P,2.01E+12,1,1402,-9,22,1071861,22,41,1,0,1,21,2,25900,1,1,5790,1,0,520,25900,25900,2,0
P,2.01E+12,2,1402,-9,22,1071861,25,40,1,1,1,21,1,0,1,1,170,1,0,205,75000,75000,2,0
P,2.01E+12,3,1402,-9,22,1071861,26,12,5,2,2,8,1,,,1,,,1,,,,2,1
P,2.01E+12,4,1402,-9,22,1071861,26,10,5,2,2,6,1,,,1,,,1,,,,2,1
P,2.01E+12,1,1300,-9,22,1071861,14,81,1,0,1,16,1,0,6,1,4680,1,0,520,0,26400,1,0
P,2.01E+12,2,1300,-9,22,1071861,11,77,1,1,1,16,2,0,6,1,,1,0,,0,3600,1,0
P,2.01E+12,1,1502,-9,22,1071861,20,63,1,0,1,21,2,35900,6,1,7860,1,0,2310,35900,58480,1,0
P,2.01E+12,2,1502,-9,22,1071861,18,59,1,1,1,16,1,30500,1,1,4560,1,0,5000,36100,36100,1,0
P,2.01E+12,3,1502,-9,22,1071861,24,26,5,2,1,20,2,20000,1,1,7770,6,0,5140,20000,20000,1,0
P,2.01E+12,4,1502,-9,22,1071861,18,1,5,7,,,2,,,1,,,0,,,,1,1
P,2.01E+12,1,1501,-9,22,1071861,36,31,5,0,2,19,2,18000,1,1,4870,6,0,4700,18000,18000,2,0
P,2.01E+12,2,1501,-9,22,1071861,40,13,5,2,3,10,1,,,1,,,1,,,,2,1
P,2.01E+12,3,1501,-9,22,1071861,36,11,5,2,3,7,2,,,1,,,1,,,,2,1
P,2.01E+12,1,1600,-9,22,1071861,23,82,2,16,1,16,1,0,6,1,,3,0,,0,6400,1,0
P,2.01E+12,1,1501,-9,22,1071861,14,76,2,0,1,22,2,0,6,1,,3,0,,0,1500,2,0
P,2.01E+12,1,1502,-9,22,1071861,25,65,3,0,1,22,1,0,6,1,,4,0,,0,92500,1,0
P,2.01E+12,1,1501,-9,22,1071861,15,18,5,17,2,18,1,4000,1,1,5275,6,0,4760,4000,4000,1,0
P,2.01E+12,1,1501,-9,22,1071861,25,38,5,0,1,14,2,27000,1,1,8660,6,0,4230,27000,27000,2,0
P,2.01E+12,2,1501,-9,22,1071861,67,24,5,2,1,13,2,0,3,1,8590,6,0,3930,0,0,2,0
P,2.01E+12,3,1501,-9,22,1071861,36,1,5,2,,,2,,,1,,,1,,,,2,1
P,2.01E+12,4,1501,-9,22,1071861,28,42,5,13,1,19,1,0,3,1,4070,6,0,4850,0,0,2,0
P,2.01E+12,1,1402,-9,22,1071861,100,47,1,0,1,19,2,0,1,1,8470,1,0,4600,14000,20900,2,0
P,2.01E+12,2,1402,-9,22,1071861,76,45,1,1,1,19,1,0,6,1,770,1,0,220,0,0,2,0
P,2.01E+12,3,1402,-9,22,1071861,107,16,5,2,2,11,2,0,3,1,9920,6,1,9920,0,0,2,1
P,2.01E+12,1,1600,-9,22,1071861,95,40,1,0,1,19,2,12000,1,1,8190,1,0,5260,12000,12000,1,0
P,2.01E+12,2,1600,-9,22,1071861,104,41,1,1,1,16,1,53000,1,1,770,1,0,4840,53000,53000,1,0
P,2.01E+12,3,1600,-9,22,1071861,74,15,5,2,2,10,1,0,,1,,6,1,,,0,1,1
P,2.01E+12,4,1600,-9,22,1071861,75,10,5,2,2,6,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1502,-9,22,1071861,13,32,1,0,1,22,1,285000,1,1,8190,1,0,3060,285000,285000,6,0
P,2.01E+12,2,1502,-9,22,1071861,13,30,1,1,1,19,2,0,6,1,,1,0,,0,0,6,0
P,2.01E+12,3,1502,-9,22,1071861,16,5,5,2,3,2,1,,,1,,,1,,,,6,1
P,2.01E+12,4,1502,-9,22,1071861,17,3,5,2,3,2,2,,,1,,,1,,,,6,1
P,2.01E+12,1,1502,-9,22,1071861,20,73,3,0,1,19,2,0,6,1,,4,0,,0,34800,1,0
P,2.01E+12,1,1600,-9,22,1071861,20,68,1,0,1,16,1,0,6,1,,1,0,,0,47700,1,0
P,2.01E+12,2,1600,-9,22,1071861,15,66,1,1,1,16,2,0,6,1,,1,0,,0,6000,1,0
P,2.01E+12,1,1502,-9,22,1071861,86,23,5,0,1,21,2,16000,1,1,7290,6,0,735,16000,16000,1,0
P,2.01E+12,2,1502,-9,22,1071861,118,22,5,12,1,21,2,8500,1,1,7270,6,0,2145,8500,8500,1,0
P,2.01E+12,1,1600,-9,22,1071861,23,52,1,0,1,18,1,25000,1,1,770,1,0,6260,25000,28000,1,0
P,2.01E+12,2,1600,-9,22,1071861,20,47,1,1,1,21,2,60000,1,1,6990,1,0,800,60000,60500,1,0
P,2.01E+12,1,1401,-9,22,1071861,19,70,1,16,1,12,2,0,6,1,,2,0,,0,4000,2,0
P,2.01E+12,1,1502,-9,22,1071861,20,62,3,0,1,21,1,40000,1,1,7870,4,0,3420,40000,40200,1,0
P,2.01E+12,1,1501,-9,22,1071861,12,38,5,0,1,19,2,10000,3,1,4970,6,0,4720,10000,10000,2,0
P,2.01E+12,2,1501,-9,22,1071861,31,20,5,2,1,16,2,2500,1,1,4970,6,0,4720,2500,2500,2,0
P,2.01E+12,3,1501,-9,22,1071861,16,18,5,2,1,17,2,0,3,1,9920,6,0,9920,0,0,2,0
P,2.01E+12,4,1501,-9,22,1071861,14,8,5,2,2,5,2,,,1,,,1,,,,2,1
P,2.01E+12,5,1501,-9,22,1071861,17,0,5,7,,,2,,,1,,,0,,,,2,1
P,2.01E+12,1,1501,-9,22,1071861,9,92,2,0,1,15,1,0,6,1,,3,0,,0,34800,2,0
P,2.01E+12,1,1300,-9,22,1071861,4,79,1,0,1,14,1,0,6,1,,1,0,,0,19800,1,0
P,2.01E+12,2,1300,-9,22,1071861,3,75,1,1,1,19,2,0,6,1,,1,0,,0,6900,1,0
P,2.01E+12,3,1300,-9,22,1071861,4,47,4,2,1,16,1,0,1,1,8970,5,0,4500,14700,14700,1,0
P,2.01E+12,4,1300,-9,22,1071861,7,42,4,2,1,16,2,20000,1,1,6870,5,0,5160,20000,20000,1,0
P,2.01E+12,1,1401,-9,22,1071861,19,41,1,0,1,18,2,70000,1,1,7790,2,0,100,70000,70000,1,0
P,2.01E+12,1,1402,-9,22,1071861,12,72,1,0,1,21,1,2000,1,1,6380,1,0,5510,2000,37800,1,0
P,2.01E+12,2,1402,-9,22,1071861,14,71,1,1,1,19,2,0,6,1,,1,0,,0,15000,1,0
P,2.01E+12,1,1401,-9,22,1071861,18,38,3,0,1,20,2,10000,1,1,5070,4,0,4700,10000,10000,2,0
P,2.01E+12,2,1401,-9,22,1071861,23,3,5,2,1,2,2,,,1,,,1,,,,2,1
P,2.01E+12,3,1401,-9,22,1071861,23,29,5,13,1,16,1,24000,1,1,3670,6,0,9610,24000,24000,2,0
P,2.01E+12,1,1402,-9,22,1071861,55,29,5,0,1,20,1,63000,1,1,770,6,0,6355,63000,63000,1,0
P,2.01E+12,2,1402,-9,22,1071861,83,31,3,5,1,19,1,7000,1,1,6290,4,0,9130,7000,7000,1,0
P,2.01E+12,1,1502,-9,22,1071861,13,51,5,0,1,19,1,0,6,1,770,6,0,8140,0,1500,1,0
P,2.01E+12,2,1502,-9,22,1071861,18,57,5,15,1,17,1,0,1,1,7770,6,0,4250,4000,6400,1,0
P,2.01E+12,1,1600,-9,22,1071861,42,28,2,0,1,14,1,60000,1,1,770,3,0,9560,60000,60000,1,0
P,2.01E+12,2,1600,-9,22,1071861,47,8,5,2,2,3,2,,,1,,,1,,,,1,1
P,2.01E+12,3,1600,-9,22,1071861,48,6,5,2,2,3,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1600,-9,22,1071861,47,5,5,2,2,2,2,,,1,,,1,,,,1,1
P,2.01E+12,5,1600,-9,22,1071861,60,4,5,2,1,1,2,,,1,,,1,,,,1,1
P,2.01E+12,6,1600,-9,22,1071861,59,31,2,13,1,14,2,0,6,1,,3,0,,0,0,1,0
P,2.01E+12,7,1600,-9,22,1071861,43,13,5,15,2,8,1,,,1,,,0,,,,1,0
P,2.01E+12,8,1600,-9,22,1071861,42,11,5,15,2,7,1,,,1,,,0,,,,1,0
P,2.01E+12,1,1501,-9,22,1071861,8,58,3,0,1,18,2,0,1,1,9290,4,0,4610,500,500,2,0
P,2.01E+12,2,1501,-9,22,1071861,9,82,5,6,1,1,2,0,6,1,,6,0,,0,8200,2,0
P,2.01E+12,1,1600,-9,22,1071861,13,51,3,0,1,16,1,0,3,1,3990,4,0,7360,0,2400,6,0
P,2.01E+12,1,1502,-9,22,1071861,64,50,3,0,1,21,1,65000,2,1,6390,4,0,410,65000,65000,1,0
P,2.01E+12,2,1502,-9,22,1071861,86,22,5,2,2,21,1,9300,6,1,8190,6,0,3255,9300,9300,1,0
P,2.01E+12,3,1502,-9,22,1071861,86,20,5,2,2,19,1,2000,3,1,8370,6,0,4600,2000,2000,1,0
P,2.01E+12,1,1501,-9,22,1071861,28,57,2,0,1,18,1,0,6,1,7580,3,0,430,0,19900,2,0
P,2.01E+12,2,1501,-9,22,1071861,42,31,5,2,1,13,1,36300,1,1,7680,6,0,3930,36300,36300,2,0
P,2.01E+12,1,1502,-9,22,1071861,18,29,1,0,1,20,2,15000,6,1,8190,1,0,3255,15000,25000,1,0
P,2.01E+12,2,1502,-9,22,1071861,16,32,1,1,1,22,1,108000,1,1,7270,1,0,2100,108000,108000,1,0
P,2.01E+12,3,1502,-9,22,1071861,19,0,5,2,,,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1502,-9,22,1071861,25,0,5,2,,,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1071861,26,58,1,0,1,24,1,125000,1,1,8180,1,0,350,125000,125000,1,0
P,2.01E+12,2,1600,-9,22,1071861,18,57,1,1,1,21,2,25000,1,1,8180,1,0,3300,25000,25000,1,0
P,2.01E+12,3,1600,-9,22,1071861,24,23,5,2,1,21,1,14000,1,1,4795,6,0,4760,14000,14000,1,0
P,2.01E+12,4,1600,-9,22,1071861,25,21,5,2,2,19,2,3000,6,1,5080,6,0,710,3000,3000,1,0
P,2.01E+12,1,1402,-9,22,1071861,77,46,5,0,1,21,1,60000,1,1,9490,6,0,1640,60000,60000,1,0
P,2.01E+12,1,1401,-9,22,1071861,19,78,1,0,1,19,1,0,6,1,770,1,0,6260,0,33900,1,0
P,2.01E+12,2,1401,-9,22,1071861,21,75,1,1,1,21,2,0,6,1,,1,0,,0,21330,1,0
P,2.01E+12,1,1501,-9,22,1071861,16,19,5,17,2,18,1,600,1,2,7870,6,0,5140,600,600,9,0
P,2.01E+12,1,1402,-9,22,1071861,6,34,1,0,1,21,1,130000,1,1,2290,1,0,7700,130000,130200,1,0
P,2.01E+12,2,1402,-9,22,1071861,5,29,1,1,1,21,2,0,6,1,8090,1,0,3255,0,0,1,0
P,2.01E+12,3,1402,-9,22,1071861,5,3,5,2,2,1,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1402,-9,22,1071861,5,0,5,2,,,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1502,-9,22,1071861,16,37,1,0,1,22,1,285000,1,1,770,1,0,6200,279800,299800,1,0
P,2.01E+12,2,1502,-9,22,1071861,12,29,1,1,1,19,2,0,6,1,7070,1,0,4920,960,960,1,0
P,2.01E+12,3,1502,-9,22,1071861,13,6,5,2,3,3,1,,,1,,,1,,,,1,1
P,2.01E+12,4,1502,-9,22,1071861,19,2,5,2,,,1,,,1,,,1,,,,1,1
P,2.01E+12,5,1502,-9,22,1071861,14,7,5,4,3,3,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1071861,63,20,5,0,2,19,2,2200,3,1,7480,6,0,4350,2500,14500,1,0
P,2.01E+12,1,1300,-9,22,1071861,4,56,1,0,1,16,1,80000,1,1,1870,1,0,6230,80000,80000,1,0
P,2.01E+12,2,1300,-9,22,1071861,3,54,1,1,1,16,2,0,6,1,,1,0,,0,0,1,0
P,2.01E+12,1,1600,-9,22,1071861,27,42,1,0,1,19,1,120000,1,1,2290,1,0,1550,120000,120000,1,0
P,2.01E+12,2,1600,-9,22,1071861,18,33,1,1,1,19,2,0,6,1,,1,0,,0,3600,1,0
P,2.01E+12,3,1600,-9,22,1071861,26,6,5,2,3,3,1,,,1,,,1,,,,1,1
P,2.01E+12,4,1600,-9,22,1071861,24,4,5,2,3,1,2,,,1,,,1,,,,1,1
P,2.01E+12,5,1600,-9,22,1071861,24,2,5,2,,,2,,,1,,,1,,,,1,1
P,2.01E+12,6,1600,-9,22,1071861,23,0,5,2,,,2,,,1,,,1,,,,1,1
P,2.01E+12,7,1600,-9,22,1071861,23,11,5,4,3,8,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1401,-9,22,1071861,14,38,3,0,1,17,2,13000,1,1,5070,4,0,5940,13000,21000,1,0
P,2.01E+12,2,1401,-9,22,1071861,14,13,5,2,2,9,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1071861,19,33,5,0,1,21,2,44700,1,1,9490,6,0,1740,44700,44700,1,0
P,2.01E+12,1,1600,-9,22,1071861,27,64,1,0,1,16,1,60000,1,1,6390,1,0,5000,60000,60010,1,0
P,2.01E+12,2,1600,-9,22,1071861,21,66,1,1,1,16,2,53000,1,1,6680,1,0,5820,53000,67400,1,0
P,2.01E+12,1,1402,-9,22,1071861,1,28,5,17,1,1,2,0,6,1,,6,0,,0,7200,2,0
P,2.01E+12,1,1401,-9,22,1071861,22,51,1,0,1,19,1,65000,1,1,6370,1,0,5540,65000,65000,2,0
P,2.01E+12,2,1401,-9,22,1071861,26,47,1,1,1,21,2,53000,1,1,7860,1,0,2310,53000,53000,2,0
P,2.01E+12,1,1501,-9,22,1071861,17,39,5,0,1,21,1,31000,1,1,4670,6,0,4760,31000,31000,2,0
P,2.01E+12,1,1300,-9,22,1071861,5,84,2,16,1,14,2,0,6,1,,3,0,,0,15900,1,0
P,2.01E+12,1,1600,-9,22,1071861,35,70,1,0,1,16,1,45000,1,1,3190,1,0,8610,45000,65400,1,0
P,2.01E+12,2,1600,-9,22,1071861,27,65,1,1,1,16,2,40000,1,1,8190,1,0,5700,40000,40000,1,0
P,2.01E+12,1,1501,-9,22,1071861,2,21,5,16,1,16,2,17800,6,1,7860,6,0,2540,17800,21900,2,0
P,2.01E+12,1,1401,-9,22,1071861,50,73,3,0,1,21,2,0,6,1,,4,0,,0,40000,2,0
P,2.01E+12,2,1401,-9,22,1071861,74,92,2,6,1,14,2,0,6,1,,3,0,,0,7500,2,0
P,2.01E+12,1,1401,-9,22,1071861,21,52,1,0,1,18,2,64000,1,1,6880,1,0,120,64000,64500,1,0
P,2.01E+12,2,1401,-9,22,1071861,21,56,1,1,1,16,1,0,1,1,4280,1,0,4850,70000,70000,1,0
P,2.01E+12,1,1300,-9,22,1071861,13,34,5,16,2,10,1,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,1,1401,-9,22,1071861,11,74,3,0,1,19,1,0,6,1,,4,0,,0,14400,1,0
P,2.01E+12,2,1401,-9,22,1071861,14,48,3,2,1,15,1,24000,1,1,3895,4,0,8500,24000,24000,1,0
P,2.01E+12,1,1401,-9,22,1071861,8,52,3,0,1,16,2,0,6,1,5380,4,0,4760,0,1200,1,0
P,2.01E+12,1,1501,-9,22,1071861,62,35,5,0,1,16,1,50000,1,1,2070,6,0,6420,50000,50000,2,0
P,2.01E+12,2,1501,-9,22,1071861,78,15,5,2,2,12,2,0,,1,,6,1,,,0,2,1
P,2.01E+12,3,1501,-9,22,1071861,74,7,5,2,2,4,1,,,1,,,1,,,,2,1
P,2.01E+12,4,1501,-9,22,1071861,69,5,5,2,2,2,2,,,1,,,1,,,,2,1
P,2.01E+12,5,1501,-9,22,1071861,55,35,5,13,1,19,2,26000,1,1,7870,6,0,5700,26000,26000,2,0
P,2.01E+12,1,1600,-9,22,1071861,19,36,5,0,1,21,1,285000,1,3,8170,6,0,10,285000,285000,9,0
P,2.01E+12,2,1600,-9,22,1071861,21,36,5,12,1,19,1,70000,1,1,7270,6,0,1006,74000,74000,2,0
P,2.01E+12,1,1502,-9,22,1071861,41,33,1,0,1,21,1,110000,1,1,4380,1,0,4850,110000,110000,1,0
P,2.01E+12,2,1502,-9,22,1071861,53,31,1,1,1,21,2,45000,1,1,7860,1,0,2310,45000,45000,1,0
P,2.01E+12,3,1502,-9,22,1071861,45,1,5,2,,,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1401,-9,22,1071861,30,71,1,0,1,16,1,0,6,1,,1,0,,0,30700,1,0
P,2.01E+12,2,1401,-9,22,1071861,27,67,1,1,1,18,2,0,6,1,,1,0,,0,7200,1,0
P,2.01E+12,1,1600,-9,22,1071861,10,30,1,0,1,14,1,70000,1,2,770,1,0,6200,70000,70000,1,0
P,2.01E+12,2,1600,-9,22,1071861,13,29,1,1,1,16,2,0,6,2,,1,0,,0,0,1,0
P,2.01E+12,3,1600,-9,22,1071861,15,7,5,2,2,1,1,,,2,,,1,,,,1,1
P,2.01E+12,1,1501,-9,22,1071861,24,19,5,17,2,19,1,1700,6,1,8570,6,0,3955,1700,1700,2,0
P,2.01E+12,1,1501,-9,22,1071861,12,62,1,0,1,16,2,26400,1,1,8190,1,0,4230,26400,26400,2,0
P,2.01E+12,2,1501,-9,22,1071861,11,67,1,1,1,14,1,0,6,1,4380,1,0,6440,0,14100,2,0
P,2.01E+12,3,1501,-9,22,1071861,15,40,5,2,1,17,1,0,6,1,4470,6,0,7810,0,0,2,0
P,2.01E+12,4,1501,-9,22,1071861,15,20,5,7,1,16,1,14400,1,1,5170,6,0,5610,14400,14400,2,0
P,2.01E+12,5,1501,-9,22,1071861,10,17,5,7,2,13,1,0,6,1,,6,0,,0,0,2,1
P,2.01E+12,1,1300,-9,22,1071861,32,68,3,0,1,16,2,24000,1,1,6370,4,0,5560,24000,33300,1,0
P,2.01E+12,1,1502,-9,22,1071861,11,66,1,0,1,19,1,80000,1,1,4270,1,0,4850,80000,102000,1,0
P,2.01E+12,2,1502,-9,22,1071861,11,47,1,1,1,21,2,36000,1,1,9370,1,0,800,36000,36000,1,0
P,2.01E+12,1,1502,-9,22,1071861,13,21,5,0,2,19,1,10000,1,1,7290,6,0,5820,10000,10000,1,0
P,2.01E+12,2,1502,-9,22,1071861,17,21,5,11,2,19,1,4000,1,1,8590,6,0,3955,4000,4000,1,0
P,2.01E+12,1,1600,-9,22,1071861,20,53,1,0,1,19,1,0,1,1,6990,1,0,4710,325000,327500,1,0
P,2.01E+12,2,1600,-9,22,1071861,19,53,1,1,1,16,2,24000,1,1,6990,1,0,5120,24000,24000,1,0
P,2.01E+12,3,1600,-9,22,1071861,20,11,5,2,2,8,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1402,-9,22,1071861,47,64,3,0,1,13,2,0,6,1,,4,0,,0,8300,2,0
P,2.01E+12,2,1402,-9,22,1071861,7,34,5,2,1,16,1,0,6,1,,6,0,,0,8100,2,0
P,2.01E+12,3,1402,-9,22,1071861,30,22,5,2,1,13,1,0,3,1,7790,6,0,9610,0,0,2,0
P,2.01E+12,1,1600,-9,22,1071861,42,42,3,0,1,18,1,30000,1,1,7680,4,0,160,30000,30000,1,0
P,2.01E+12,1,1300,-9,22,1071861,11,69,1,0,1,19,1,0,6,1,,1,0,,0,34500,1,0
P,2.01E+12,2,1300,-9,22,1071861,11,63,1,1,1,18,2,0,6,1,,1,0,,0,740,1,0
P,2.01E+12,1,1300,-9,22,1071861,8,35,1,0,1,20,2,40000,1,1,8190,1,0,3255,40000,40000,1,0
P,2.01E+12,2,1300,-9,22,1071861,6,36,1,1,1,19,1,85000,1,1,2180,1,0,8965,85000,85050,1,0
P,2.01E+12,3,1300,-9,22,1071861,6,11,5,2,2,8,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1300,-9,22,1071861,6,7,5,2,2,4,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1071861,6,76,1,0,1,11,2,0,6,1,,1,0,,0,5400,1,0
P,2.01E+12,2,1600,-9,22,1071861,5,85,1,1,1,16,1,0,6,1,,1,0,,0,20400,1,0
P,2.01E+12,1,1402,-9,22,1071861,22,68,1,0,1,21,1,200,6,1,7070,1,0,4220,200,29200,1,0
P,2.01E+12,2,1402,-9,22,1071861,24,69,1,1,1,19,2,0,6,1,,1,0,,0,21000,1,0
P,2.01E+12,1,1502,-9,22,1071861,8,44,3,0,1,24,2,60000,1,1,7270,4,0,2100,60000,60000,1,0
P,2.01E+12,2,1502,-9,22,1071861,9,14,5,2,3,10,2,,,1,,,1,,,,1,1
P,2.01E+12,3,1502,-9,22,1071861,8,12,5,2,3,9,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1502,-9,22,1071861,8,9,5,2,3,5,1,,,1,,,1,,,,1,1
P,2.01E+12,5,1502,-9,22,1071861,8,46,3,13,1,21,1,42000,1,1,6670,4,0,2810,42000,42000,1,0
P,2.01E+12,1,1300,-9,22,1071861,5,60,1,0,1,16,1,0,2,1,280,1,0,6100,3400,8600,1,0
P,2.01E+12,2,1300,-9,22,1071861,5,56,1,1,1,19,2,0,6,1,,1,0,,0,13200,1,0
P,2.01E+12,1,1501,-9,22,1071861,3,41,1,16,1,19,2,0,6,1,7780,2,0,5000,12000,12000,1,0
P,2.01E+12,1,1401,-9,22,1071861,15,49,1,0,1,19,1,80000,1,1,2070,1,0,1930,80000,80000,2,0
P,2.01E+12,2,1401,-9,22,1071861,14,46,1,1,1,19,2,40000,1,1,9470,1,0,630,40000,40000,2,0
P,2.01E+12,3,1401,-9,22,1071861,15,20,5,2,1,18,1,6000,1,1,5380,6,0,5620,6000,6000,2,0
P,2.01E+12,4,1401,-9,22,1071861,10,16,5,2,2,13,1,0,6,1,,6,1,,0,0,2,1
P,2.01E+12,1,1502,-9,22,1071861,18,88,2,0,1,19,2,0,6,1,,3,0,,0,21600,1,0
P,2.01E+12,1,1600,-9,22,1071861,16,79,1,0,1,17,1,0,6,1,,1,0,,0,13100,1,0
P,2.01E+12,2,1600,-9,22,1071861,15,76,1,1,1,16,2,0,6,1,,1,0,,0,27600,1,0
P,2.01E+12,1,1402,-9,22,1071861,18,56,1,0,1,21,1,285000,1,1,4270,1,0,4850,285000,455000,1,0
P,2.01E+12,2,1402,-9,22,1071861,20,56,1,1,1,21,2,0,6,1,7580,1,0,5860,0,10000,1,0
P,2.01E+12,1,1600,-9,22,1071861,15,38,4,0,1,19,2,0,6,1,,5,0,,0,1800,2,0
P,2.01E+12,2,1600,-9,22,1071861,19,12,5,2,2,9,2,,,1,,,1,,,,2,1
P,2.01E+12,1,1502,-9,22,1071861,35,61,1,0,1,21,2,0,3,1,9920,1,0,9920,0,0,1,0
P,2.01E+12,2,1502,-9,22,1071861,31,61,1,1,1,19,1,65000,1,1,4170,1,0,4850,65000,65000,1,0
P,2.01E+12,1,1300,-9,22,1071861,3,53,1,0,1,13,1,43300,1,1,770,2,0,6260,43300,43300,2,0
P,2.01E+12,2,1300,-9,22,1071861,9,23,5,4,1,16,1,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,3,1300,-9,22,1071861,3,47,1,5,1,12,2,0,6,1,8680,2,0,4020,0,0,2,0
P,2.01E+12,1,1502,-9,22,1071861,8,56,3,0,1,18,2,12000,1,1,8370,4,0,3600,12000,12000,2,0
P,2.01E+12,2,1502,-9,22,1071861,9,36,3,2,3,17,2,2000,2,1,8370,4,0,4610,2000,2000,2,0
P,2.01E+12,3,1502,-9,22,1071861,7,17,5,7,2,13,1,0,6,1,,6,0,,0,0,2,1
P,2.01E+12,1,1300,-9,22,1071861,13,20,5,16,2,12,2,0,6,1,8680,6,0,4720,0,0,2,0
P,2.01E+12,1,1300,-9,22,1071861,26,59,1,0,1,14,1,0,6,1,,1,0,,0,0,2,0
P,2.01E+12,2,1300,-9,22,1071861,9,53,1,1,1,11,2,11900,1,1,8470,1,0,4230,11900,13100,2,0
P,2.01E+12,3,1300,-9,22,1071861,13,36,5,4,1,20,2,910,1,1,8180,6,0,4610,910,6310,2,0
P,2.01E+12,4,1300,-9,22,1071861,15,32,1,4,2,14,1,0,3,1,5390,2,0,5620,0,0,2,0
P,2.01E+12,5,1300,-9,22,1071861,10,15,5,7,2,11,2,0,,1,,6,0,,,3600,2,1
P,2.01E+12,6,1300,-9,22,1071861,10,9,5,7,2,6,1,,,1,,,0,,,,2,1
P,2.01E+12,7,1300,-9,22,1071861,10,73,3,8,1,11,2,0,6,1,,4,0,,0,6820,2,0
P,2.01E+12,1,1501,-9,22,1071861,10,67,3,0,1,1,2,23000,1,1,8270,4,0,3655,23000,23000,2,0
P,2.01E+12,1,1401,-9,22,1071861,17,75,1,0,1,11,1,0,6,1,,1,0,,0,23700,1,0
P,2.01E+12,2,1401,-9,22,1071861,20,73,1,1,1,11,2,0,6,1,,1,0,,0,8400,1,0
P,2.01E+12,1,1501,-9,22,1071861,17,38,3,0,2,21,2,49000,1,1,7860,4,0,2310,49000,49000,2,0
P,2.01E+12,2,1501,-9,22,1071861,48,20,5,2,2,19,2,3000,1,1,4880,6,0,4720,3000,3000,2,0
P,2.01E+12,3,1501,-9,22,1071861,20,18,5,4,2,14,1,1500,6,1,8680,6,0,4130,1500,1500,2,0
P,2.01E+12,4,1501,-9,22,1071861,22,46,3,13,1,16,1,0,6,1,,4,0,,0,2400,2,0
P,2.01E+12,1,1600,-9,22,1071861,5,69,3,0,1,21,1,0,6,1,,4,0,,0,1540,1,0
P,2.01E+12,2,1600,-9,22,1071861,3,66,3,13,1,17,2,0,6,1,,4,0,,0,10100,1,0
P,2.01E+12,1,1300,-9,22,1071861,5,74,3,0,1,9,2,0,6,1,,4,0,,0,18170,1,0
P,2.01E+12,1,1402,-9,22,1071861,23,28,5,0,1,21,1,55000,1,1,6670,6,0,2900,75000,85000,1,0
P,2.01E+12,1,1300,-9,22,1071861,16,25,5,16,1,14,2,0,6,1,8680,6,0,4720,0,0,2,0
P,2.01E+12,1,1300,-9,22,1071861,14,58,2,0,1,19,1,90000,1,1,7290,3,0,1540,90000,90000,1,0
P,2.01E+12,1,1402,-9,22,1071861,63,62,1,0,1,22,1,0,6,1,2290,1,0,300,0,91250,1,0
P,2.01E+12,2,1402,-9,22,1071861,67,58,1,1,1,19,2,0,6,1,,1,0,,0,0,1,0
